,url,title,summary,text
the_white_dove__french_fairy_tale_,https://en.wikipedia.org/wiki/The_White_Dove_(French_fairy_tale),The White Dove (French fairy tale),"The White Dove  is a French fairy tale collected by Gaston Maugard in Contes des Pyrénées.It is Aarne-Thompson type 312, and an oral variant of the type, which is best known by the literary tale, Bluebeard.

","A woman would not marry except to a man with a blue beard.  One day, a giant with a blue beard, a famous hunter, came to her parents' house, and she agreed to marry him.  Because her new husband was rich, her mother considered what to give her and decided on three doves; she should send messages by the red dove if she were well and living peacably with her husband, by the white if she were ill, or by the black if she were unfortunate or in discord with her husband.  Her husband went hunting and gave her nine keys, forbidding her to use one.  She used it and found eight bodies of women, hanging up.  She dropped the key, and it was stained with blood.  Her husband demanded the keys and told her to go put on her finery, because she would die.  The woman sent off the black dove and set the white dove to watch on the roof; then she stalled, saying that she was dressing a bride.  The dove called that it could see nothing three times, and then three times reported that her brothers were respectively far off, approaching, and there.  They broke into the house.  Her husband claimed they were about to eat, but he fell asleep over dinner, either from drinking too much or a sleeping powder, and the brothers killed him."
the_white_duck,https://en.wikipedia.org/wiki/The_White_Duck,The White Duck,"The White Duck (Russian: Белая уточка) is a Russian fairy tale collected by Alexander Afanasyev in Narodnye russkie skazki. Andrew Lang included it in The Yellow Fairy Book.

","A king had to leave his newly-wed wife for a journey. He sternly warned her against leaving the women's quarters and listening to bad advice. But an envious wicked witch lured her into the garden and into a pool, and turned her into a white duck, herself taking the queen's own form and place.

Meanwhile, the white duck built a nest, laid three eggs, and hatched two fluffy ducklings and one little drake. She warned them against the castle, because an evil witch lived there, but one day the witch saw them and lured them inside. The ducklings slept but the drake stayed awake, and when the witch called if they were asleep, the drake answered. But after two answers, the witch went in to see, and saw the ducklings were asleep, so she killed them.
The white duck found the bodies and lamented over them. The king wondered at it, and although the witch tried to persuade him it was nothing but quacking, he ordered that the duck be captured. His servants could not, but he went himself, and she flew to his hands and became a woman. She told of a bottle in the nest in the garden—or, they sent a magpie for magic water—which, sprinkled on the ducklings and drake, turned them into three lovely children. The witch was then put to death through dismemberment and nothing remained of her."
the_white_snake,https://en.wikipedia.org/wiki/The_White_Snake,The White Snake,"The White Snake (German: Die weiße Schlange) is a German fairy tale collected by the Brothers Grimm and published in Grimm's Fairy Tales (KHM 17). It is of Aarne–Thompson type 673, and includes an episode of type 554 (""The Grateful Animals"").

","A wise King receives a covered dish every evening. A young servant is intrigued one night when he retrieves the King's dish and discovers a coiled white snake under the cover. The servant takes a small bite and discovers that he can now understand and communicate with animals.
Shortly afterwards the servant is accused of stealing the Queen's ring. He is given one day to prove his innocence or submit to punishment. After having given up, he sits awaiting his demise when he overhears a goose complaining about a ring stuck in her throat. The servant leaps up, grabs the goose and hurries to the kitchen, where the cook slits the goose's neck and reveals the missing gold ring. The King apologizes and offers the servant land and riches. The servant declines, accepting only a little gold and a horse on which to see the world.
On his journey to another town in another kingdom, the servant first encounters a number of animals in distress, including three fish out of water, ants at risk of being trodden upon, and starving raven fledglings in a nest. In each case the servant heeds the call for help, and in each case the grateful animals respond with ""I will remember and return the favour"".
In the next town, the servant learns that the King has announced that he wishes to marry off his daughter, but any suitor must agree to complete an arduous task to the end or be put to death. After one glimpse of the beautiful girl, the young man agrees. The King tosses a golden ring into the sea and tells the young man to retrieve it. He also adds that the young man must either bring the ring back, drown while getting the ring, or be drowned upon returning without it. However, the three fish appear, carrying a mussel with the King's ring inside.
Astonished, the King agrees to the marriage of his daughter to the servant. However, the princess sets him upon another task of refilling sacks of grain that she has spilled in the grass, because she has found out that he is not a noble and thus not her social equal. The young man is discouraged because he believes it impossible to gather all of the grain from the ground, and he lies down and falls asleep. When he wakes, he is surprised to find all the sacks are now refilled, with not one grain missing. The ant king had all of the ants working the entire night to fill them.
Still not satisfied, the princess sends the servant off on to bring her an apple from the Tree of Life. The servant does not know where the Tree of Life stood, but he sets off anyway. After a long journey, he encounters the three raven fledglings, who have flown to the end of the world, where the Tree stands, and retrieved the apple for him. The servant takes the apple to the princess and shares it with her, and the two are happily married."
the_white_wolf__fairy_tale_,https://en.wikipedia.org/wiki/The_White_Wolf_(fairy_tale),The White Wolf (fairy tale),"The White Wolf (French: Le Loup Blanc) is a French-language fairy tale collected from Wallonia by authors Auguste Gittée and Jules Lemoine. It is related to the international cycle of the Animal as Bridegroom or The Search for the Lost Husband, wherein a human princess marries a prince under an animal curse, loses him and has to search for him.

","A king has three daughters. One day, before he goes on a journey, he asks his daughters what he can bring as presents for them. The first one asks for a diamond parure, the middle one for a golden parure, and the third asks for the singing leaf.
The king looks for the singing leaf, but cannot find it, until he sights a White Wolf in the woods. The White Wolf promises him the singing leaf, but demands, in return, the first of his daughters that greets the king when he goes home. It so happens and the third princess meets her father. 
The king takes his daughter to the White Wolf and leaves her there. The wolf guides her to his underground quarters: a magnificent palace with rich furniture. They live like this for some time, until one day the wolf announces that her elder sister is getting married. She decides to pay her family a visit, and the wolf consents; when the ceremony ends, she just has to shout for him to come, and he will come to get her.
The princess attends her elder sister's marriage, and summons the white wolf to get her. Some time later, the princess's middle sister is getting married, and the princess attends it too. She stays a bit longer and tries to summon the white wolf to come get her, but he does not appear.
The princess wanders off until she meets an old sorceress. The princess tells her story and the sorceress gives her three nuts, for her to use in time of extreme need.
At last, the princess passes through an ivory gate into a village and sees the White Wolf and another fiancée coming out of a church. The princess follows them to a castle. She cracks open one of the nuts and produces a golden bracelet. She gives the bracelet to the White Wolf's second fiancée so she can spend a night by his side.
The princess cannot wake him up, and repeats the action twice: on the second night, she cracks open a second nut and finds a golden necklace, which she gives to the second fiancée, and on the third night, she finds a crown encrusted with pearls and gemstone. Only on the third night, the princess manages to wake the White Wolf up. He regains his memory and departs with the princess back to their castle."
the_white_bride_and_the_black_one,https://en.wikipedia.org/wiki/The_White_and_the_Black_Bride,The White Bride and the Black One,"""The White Bride and the Black One"" is a German fairy tale collected by the Brothers Grimm, tale number 135. It is Aarne-Thompson type 403A.  Other tales of this type include The Three Little Men in the Wood, Brother and Sister, Bushy Bride, and The Enchanted Wreath.","A woman and her daughter are cutting fodder when the Lord comes up to them and asks the way to the village. The woman and the daughter refuse to help, and the woman's stepdaughter offers to show him. In return, the others turn black and ugly, but the stepdaughter is granted three wishes: beauty, an everlasting purse of gold, and to go to Heaven upon her death.
Her brother Reginer, a coachman to the king, asks for a portrait of her, and hangs it in his room. The king sees it and resolves to marry her. Her brother sends for her, and the stepmother and stepsister come too. The stepmother enchants the coachman so he is half-blind, and the bride so she is half-deaf. The white bride does not hear what the coachman says, and instead follows the stepmother's command to remove her dress and garments, and then to look out the window, where she is pushed out. The king is horrified by the black bride, and throws the brother into a snakepit, but the stepmother persuades him to marry the black bride.
A white duck comes to the kitchen and tells the kitchen boy to light the fire, and then asks of Reginer and the black bride. After a few days of this, the kitchen boy tells the king. The king cuts off the duck's head, which transforms into the white bride. The king frees the brother from the snake pit and asks the stepmother what ought to be done to someone that did the deed that she had done. She says that person should be stripped and put in a barrel studded with nails, and a horse should drag it off. The king has it done to her and the black bride, and he proceeds to marry the white bride."
the_wicked_sisters,https://en.wikipedia.org/wiki/The_Wicked_Sisters,The Wicked Sisters,"The Wicked Sisters (Russian: По колена ноги в золоте, по локоть руки в серебре) is a Russian fairy tale collected by Alexander Afanasyev in Narodnye russkie skazki.
Ruth Manning-Sanders included it, as ""The Queen's Children"", in A Book of Kings and Queens.

","Prince Ivan hears three beautiful sisters talking.  The older two say that if he married them, they would sew him a marvelous shirt; the youngest says she would bear him three sons with the sun on the forehead, the moon on the back of their heads, and stars to each side.  The older sisters envied her and bribed her servants; when she bore the sons she had said, they stole them and hid them an arbor in the garden; then they presented the prince with first a puppy, then a kitten, then an ordinary child.  The prince finally repudiated and demanded justice for her deceiving him.  The chief justice decreed she should be blinded, put in a barrel with the ordinary child, and thrown out to sea; if she were guilty, she would die, but if she were innocent, she would emerge.  This was done, and Prince Ivan married her oldest sister.
The substituted child grew by the hour, became reasonable, and commanded the barrel to come ashore and burst, then commanded a bathhouse to appear, in which he restored the princess's sight, and then a palace to appear. The arbor from the palace was in it.  He had the princess bake three cakes.  The three princes appeared and said that whoever brought them those cakes and told them of their mother would be their brother.  The princess lived there with her sons and the child.  One day they gave hospitality to monks, who went on to Prince Ivan's kingdom and told him of them.  He immediately went to the palace and knew them for his wife and sons.
The oldest sister was thrown into the sea, and this time the barrel sank."
the_wife_from_the_dragon_palace,https://en.wikipedia.org/wiki/The_Wife_from_the_Dragon_Palace,The Wife from the Dragon Palace,"The Wife from the Dragon Palace is a Japanese folktale collected by scholar Yanagita Kunio. Other scholars locate similar stories in Central and East Asia.

","Yanagita collected a variant from Kikaijima, Kagoshima. In this version, a woman lives with her only surviving son. He earns his living by gathering and selling flowers. One day, when he has not earned much, he throws a bunch of them into the sea as an offering to the Dragon God. A tortoise appears to him and leads him to the Dragon God's underwater palace. The tortoise also advises that, if the Dragon God offers him a gift, ask for his daughter. The boy spends three days in the underwater palace and returns to land with the Dragon King's daughter as his wife. When he goes back home, he learns that three years have passed and that his mother has passed away. Fortunately for him, his wife takes out a Life Whip and uses it on her mother-in-law to revive her. She also uses a magic mallet to create a larger house for them.
Some time later, a local feudal lord finds out about the flower-seller's beautiful wife and decides to have her for himself. First, he demands the flower-seller bring him 100 koku of rice. The boy returns home and tells his wife about the task. The Dragon God's daughter goes to the seashore and summons hundreds of horses that come out of the sea with the rice. Next, the feudal lord demands 1000 fathoms of rope to be delivered to him. Once again, the Dragon God's daughter produces the requested item after going to the sea shore. Thirdly, he announces he will visit the flower-seller's house with 699 men and demands his guests be fed and given 77 jars of foaming wine. The flower-seller's wife prepares the large banquet with trays of food and wine. Finally, the lord asks the girl to give them some rowdy entertainment. The Dragon God's daughter opens up a box; hundreds of men come out and perform a song and dance for the guests. The lord then asks for some quiet entertainment, and she opens another box: hundreds of men leap out of it with swords and kill the lord and his guests."
the_wild_swans,https://en.wikipedia.org/wiki/The_Wild_Swans,The Wild Swans,"The Wild Swans (Danish: De vilde svaner) is a literary fairy tale by Hans Christian Andersen about a princess who rescues her 11 brothers from a spell cast by an evil queen. The tale was first published on 2 October 1838 in Andersen's Fairy Tales Told for Children. New Collection. First Booklet (Eventyr, fortalte for Børn. Ny Samling. Første Hefte) by C. A. Reitzel in Copenhagen, Denmark. It has been adapted to various media including ballet, television, and film.
It is categorized as an Aarne-Thompson type 451 (""The Brothers Who Were Turned into Birds""). Other type 451 variants include such as The Twelve Brothers, The Six Swans, The Seven Ravens, The Twelve Wild Ducks and Udea and her Seven Brothers.","In a faraway kingdom, there lives a widowed king with his twelve children: eleven princes and one princess. One day, he decides to remarry, but marries a wicked queen who is a witch. Out of spite, the queen turns her eleven stepsons into magnificent swans, who are allowed to temporarily become human only at nights, and forces them to fly away. When their sister Elisa has reached the age of fifteen, the queen tries to bewitch her – but Elisa's goodness is too strong for this, so the queen has her banished after making her unrecognisable by dirtying her face. Elisa finds her brothers, who carry Elisa to safety in a foreign land where she is out of the reach of her evil stepmother.
There, Elisa is guided by the queen of the fairies to gather stinging nettles in graveyards to knit into shirts that will eventually help her brothers regain their human shapes. Elisa endures painfully blistered hands from nettle stings, and she must also take a vow of silence for the duration of her task, for speaking one word will kill her brothers. The handsome king of another faraway land happens to come across Elisa, who cannot talk, and falls in love with her. He grants her a room in his castle where she continues her knitting. Eventually he proposes to crown her as his queen and wife, and she accepts.
However, the archbishop is chagrined because he thinks Elisa is herself a witch, but the king will not believe him. One night Elisa runs out of nettles and is forced to collect more in a nearby church graveyard where the archbishop is watching. Ghoulish spirits that devour the bodies of the dead are also in the churchyard, and the archbishop believes that Elisa is in league with them.  He reports the incident to the king as proof of witchcraft. The statues of the saints shake their heads in protest, but the archbishop misinterprets this sign as confirmation of Elisa's guilt. The archbishop orders Elisa put on trial for witchcraft. She can speak no word in her defense, and is sentenced to death by burning at the stake.
The brothers discover Elisa's plight and try to speak to the king but fail, thwarted by the rising sun. Even as the tumbril bears Elisa away to execution, she continues knitting, determined to continue up to the last moment of her life. This enrages the people, who are on the brink of snatching and ripping the shirts into pieces when the swans descend and rescue Elisa. The people interpret this as a sign from Heaven that Elisa is innocent while she finishes the last shirt, but the executioner still prepares for the burning. When Elisa throws the shirts over the swans, her brothers return to their human forms. The youngest brother has a swan's wing instead of an arm, as Elisa did not have time to finish one sleeve of his shirt. Elisa is now free to speak and tell the truth but faints from exhaustion, so her brothers explain. As they do so, the firewood around Elisa's stake miraculously takes root and bursts into flowers. The king plucks the topmost flower and places it on Elisa's chest. She is revived by the white flower, and the king and Elisa are married."
the_willful_child,https://en.wikipedia.org/wiki/The_Willful_Child,The Willful Child,"""The Willful Child"" (German: Das eigensinnige Kind) is a German fairy tale collected by the Brothers Grimm as tale number 117.  As a legend, it is widely distributed in Germany.It is Aarne-Thompson type 779, divine rewards and punishments.  Other tales of this type are The Star Money and Frau Trude.","Once upon a time there was a child who was wilful and would not do what her mother wished. For this reason, God had no pleasure in her, and let her become ill. No doctor could do her any good, and in a short time, the child lay on her deathbed. When she had been lowered into her grave, and the earth was spread over her, all at once her little arm came out again and reached upward. And when they had pushed it back in the ground and spread fresh earth over it, it was all to no purpose, for the arm always came out again. Then the mother herself was obliged to go to the grave and strike the arm with a rod. When she had done that, the arm was drawn in, and at last, the child had to rest beneath the ground. And everything went back to normal."
the_wise_little_girl,https://en.wikipedia.org/wiki/The_Wise_Little_Girl,The Wise Little Girl,"The Wise Little Girl (Russian: Мудрая дева) is a Russian fairy tale collected by Alexander Afanasyev in Narodnye russkie skazki.This type of tale is the most common European tales to deal with witty exchanges.

","Two brothers rode together, a poor one on a mare, a rich one on a stallion.  The mare gave birth in the night, and the foal went under the rich brother's cart, so he claimed the cart had given birth to it.  The emperor heard of their dispute at law and summoned them to ask them riddles:  what were the swiftest, fattest, softest, and loveliest things in the world?  The rich man went to his godmother and got answers:  her husband's bay mare, a pig that they had been fattening, eiderdown, and her baby nephew. The poor man lamented his fate, and his seven-year-old daughter, his only child, heard him and gave him answers:  ""Tell the Emperor that the fastest thing in the world is the cold north wind in winter. The fattest is the soil in our fields whose crops give life to men and animals alike, the softest thing is a child's caress and the most precious is honesty.""
The emperor gave her more difficult tasks which she was able to complete with her wisdom."
the_wise_princess,https://en.wikipedia.org/wiki/The_Wise_Princess,The Wise Princess,"""The Wise Princess” is a British fairy tale about a princess who knows everything, except for true happiness.  It was written in the second half of the nineteenth century by Mary de Morgan.  The tale first appeared in “The Tale of Princess Fiorimonde and Other Stories” along with six other tales, published by Macmillan and Co. in 1886.

","The tale begins with the death of the King's wife, leaving the Princess Fernanda without a mother. While growing up, the child was so inquisitive that she was deemed the “Wise Princess,"" although she was scolded by the ladies for wanting to know too much.
As the years went on, the Princess yearned to learn as much as she could; She went through many masters and mistresses, but it was never enough. She wanted to know more. One day, she ventured to a dark cave where she met a wise wizard who agreed to teach the princess everything he knew. The wizard warned Fernanda that she would not find happiness from his teachings. Nonetheless in three years time she had learned all the wizard could teach her.
The princess became so wise she could identify any animal and speak any language. Soon she grew very weary and sick. Her father sent for the doctor but Princess Fernanda stopped him, for she knew more than he. 

One day, Fernanda wandered by the sea and came across a bird and a dog, both of whom appeared to be happy. When the Princess asked them what made them happy, she was not satisfied with their answers, such as, “The sky is so blue, and the fields are so green” and “plenty to eat, and a soft cushion to rest upon”. When the Princess arrived home, still distraught, she asked Doris, her favourite maid why she was so happy. Even the maid couldn’t help Princess Fernanda.
Princess Fernanda continued on her walk and came upon a church where a wounded soldier smiled while laying in his coffin. The Princess also saw Death in the church and asked him to teach her to smile like the young man. Death also could not teach the Wise Princess happiness.
Further along the walk, by the seashore, the Wise Princess saw a child drowning. She jumped in the water and saved the child, but the waves were too high to save herself. Death came to see her and said “I will teach you all you want to know”.After the princess died, The King's servants found her body by the shore with a smile on her face. The people cried while the Wizard commended the princess for having achieved happiness, making her the most wise of them all."
the_witch__fairy_tale_,https://en.wikipedia.org/wiki/The_Witch_(fairy_tale),The Witch (fairy tale),"""The Witch"" is a Russian fairy tale.  Andrew Lang included it in The Yellow Fairy Book. A version of the tale, under the title ""The Twins and the Snarling Witch"", appears in A Book of Witches by Ruth Manning-Sanders.

","A poor widower with twin children, a girl and a boy, remarried. The stepmother had several more children and mistreated the twins. Finally, she told them she was sending them to her grandmother in the woods; she said they would have to serve her, but would be well rewarded. The girl said they should visit their own grandmother first. They did this and found that their grandmother knew the woman was a witch. She advised them to be civil and kind, and never touch a crumb belonging to anyone else, and gave them bread, milk and ham.
The witch set the girl to spin, and the boy to carry water in a sieve. The girl, who could not spin, wept.  Mice came up to her and asked for bread. She gave them some. They told her to give the cat ham, and it should show them a way from the woods; meanwhile, they would spin for her.  She went out, where her brother was trying to carry water. Wrens flew up and asked for some bread. They gave it, and the wrens advised him to stop up the holes with clay. They then gave the cat the ham.  It gave them a handkerchief and comb, which would become a river and a forest if they threw them behind them while they fled.
The next morning, the witch set the girl to weave, and the boy to chop wood into chips. Instead, they fled. A watch-dog sprung up, but they threw it the last of their bread. Birch trees nearly put out their eyes, but the girl tied a ribbon on their branches, and they let her by. Meanwhile, the cat was tangling the weaving, and when the witch saw it, she demanded to know why it had not stopped the children. It told her that she had never given it a bone, and they had given it ham.  The dog and the birch answered likewise, and she got her broom to follow.
The children threw down the handkerchief, but in time, the witch found a way to go around it. The children threw down the comb, and she could not force her way through it. They found their father again and he drove the stepmother out of the house."
the_witch_in_the_stone_boat,https://en.wikipedia.org/wiki/The_Witch_in_the_Stone_Boat,The Witch in the Stone Boat,"""The Witch in the Stone Boat"" (Icelandic: Skessan á steinnökkvanum 'the giantess in the stone boat') is an Icelandic folktale, originally collected by Jón Árnason (1864), translated into English in Andrew Lang's fairy tale collection The Yellow Fairy Book (1894).
The antagonist is a giantess (skessa; elsewhere called troll-woman, and revealed to be the sister of a three-headed giant), though rendered as ""witch"" by Lang, who shape-shifts and assumes the place of a queen, while having the true queen imprisoned. 
It has been categorized as a subtype of ATU 462, ""The Outcast Queens and the Ogress Queen"". 

","A king told his son Sigurd to marry, recommending a daughter of another king as prospective wife. Sigurd traveled to that kingdom and made his marriage proposal, and the bride's king agreed to the match, on condition that Sigurd would stay and help him as long as he could. Sigurd promised to remain, until such time as he received news of his father's death. When Sigurd learned of his father's death, he set sail for his homeland with his wife and their two-year-old son.
The ship was one day short of completing its journey when the wind died down. Sigurd was overcome with drowsiness and left the queen and his child alone on the deck. There approached a stone boat carrying a frightening ""witch"" (Lang. tr.) or ""troll-wife"" (Icelandic: tröllkona). The witch boarded ship, snatched away the baby and assumed the queen's place by transforming into her likeness and wearing the fine clothes she stripped from the queen. The imposter put the real queen on the stone boat, and spoke incantations to the boat telling it to go without straying to her brother in the underworld. The boat shot off and was soon out of sight from the ship. The disappearance of the real mother made the baby cry uncontrollably, and the witch's effort to quiet it was to no avail. So the witch went beneath deck and scolded Sigurd for leaving her alone on the deck. Such a temper tantrum was something Sigurd had never received from his wife, and it surprised him, but he thought she had an excusable reason this time. But for all the efforts of the two of them, they could not stop the boy from crying.

Sigurd was now the ruler of his homeland, succeeding his dead father. The little boy who used to be such a quiet child hardly stopped crying since that day, so he had to be given up to be raised by a wet nurse (or foster mother fostrá), one of the court ladies. Sigurd noticed his wife's change in temperament: she was now more ""haughty and stubborn, and difficult to deal with"".
But the fake queen's identity was to unravel. Two young courtiers who were in the habit of playing chess (actually Tafl games)in the room next to the queen eavesdropped and spied on her through a crack. They heard her say that the more widely she yawned, the more she transformed back into a troll, and even as she spoke, she gave a huge yawn, and reverted into the form of a hideous troll-wife. And through the floor of her room appeared her brother, a three-headed giant (þríhöfðaður þussi), who brought her a trough full of meat, which she devoured.Meanwhile, the boy-prince's wet nurse was about to witness the supernatural appearance of the true queen. When the wet nurse turned the [candle-]light on, several planks from the floor rose up, and from underneath appeared an astonishingly beautiful white-clad woman, dressed in linen. Clasped around her waist was an iron belt, with a chain leading down into the ground below. The queen embraced the child for a moment, and returned under the floor again. Her appearance was repeated the second night, and the nurse heard the queen say lamentfully that ""Two are gone, and one only is left,"" which the nurse guessed must mean that the third night would be her final appearance.
The next night, King Sigurd was in the nurse's room with a drawn sword in hand, awaiting the woman, whom he instantly recognized as his own wife. He cut the chain in two and great noises came from beneath the earth. The true queen now told her story. The three-headed giant had tried to force her to marry him (actually, to sleep with him), and at last she consented provided she could visit her son for three consecutive days, hoping for an opportunity to be liberated. The giant must have plummeted to death, the crashing ""caused by him in his death throes"". The real queen was then restored to all her dignity, and the king had the false queen immediately captured and stoned to death, her body torn apart by horses."
the_wizard_king,https://en.wikipedia.org/wiki/The_Wizard_King,The Wizard King,"The Wizard King (Le Roi Magicien) is a French fairy tale published in Les fees illustres by the Chevalier de Mailly. Andrew Lang included it in The Yellow Fairy Book.

","A king was lord over many lands and had mastered magical secrets.  He married a princess, and they had a son.  The queen set out to seek her fairy godmother, as soon as the baby was strong enough, because she had been warned that her husband was a wizard, and wizards and fairies had long feuded.  Her fairy godmother gave him the gift of pleasing everyone and of learning quickly.  A few years later, the queen died, instructing her son to do nothing without consulting that fairy.
The king was grief-stricken.  Finally, as his familiar settings continually reminded him of his queen, he set out to foreign lands, using his arts to shapeshift into animals and so move about freely.  As an eagle, he saw a far country where the queen had a single daughter, astoundingly beautiful.  He carried her off and pleaded with her to marry him.  Although he installed her in a beautiful castle, with fine servants and a charming parrot for her pet, her capture had ensured that she would never be won over.  He kept her from his court, but one day thought that she might have heard of the charms of his son.  Fearing he was a rival, the king sent him on a journey.
The prince traveled until he came to the kingdom where the princess had been stolen from.  He was deeply moved by the story and resolved to rescue her, and went to the fairy for aid.  She declared that he could not reach the enchanted castle where the princess was, and the only expedient she could think of was to capture her parrot.  When the prince did this, the fairy turned the prince into an identical parrot.  In his new form, the prince reached the princess and, after seeing that she disliked his father the king, told her why he was there.
The fairy created a chariot, drawn by eagles, and had the captive parrot direct it to the castle.  There, the prince and princess escaped on it.  The king followed them to her mother's country, but when he tried to cast a magical potion on them, the fairy threw it back on him.  This allowed them to capture him and so strip him of his powers.  The prince asked for the king to be pardoned, and it was so. As the king took to the skies he vowed never to forgive his son or the fairy."
the_wolf_and_the_fox,https://en.wikipedia.org/wiki/The_Wolf_and_the_Fox,The Wolf and the Fox,"""The Wolf and the Fox"" is a German fairy tale collected by the Brothers Grimm.  The story involves a greedy, gluttonous wolf living with a fox. The wolf makes the fox do all his work and threatens to eat him if he doesn't otherwise comply. The fox, in turn, devises a scheme to rid himself of the wolf.","A Wolf and a Fox are living together where the Fox (being the weaker of the two) is forced to do all the hard work for the Wolf. One day, the Wolf makes the Fox get him something to eat and the Fox says he knows where there are a couple of lambs. The Fox steals a lamb for the Wolf. But not content with just one, the Wolf goes back for more. He is caught by the farmer's men and thrown out after being severely beaten.
The next day, the Wolf again makes the Fox get him some food. The Fox says he knows of a house of the village where a woman is baking pancakes and steals some for the Wolf. Wanting more, the Wolf goes to the farm on his own, but causes a commotion which gets the woman's attention and is kicked out once again after she attacks him with her frying pan.
Some time later, the Wolf again makes the Fox get food. The Fox says he knows of a farmer's cellar where meat is being stored and leads the Wolf to the cellar. The wolf gobbles up the meat while the Fox also takes some but keeps checking to make sure he can still get out the way he came in. The Fox's constant scurrying gets the attention of the farmer who goes to investigate. The Fox is able to escape, but the Wolf has eaten so much that he can't get out and is eventually caught and killed by the farmer.
The Fox makes it back to the forest where he is pleased that he is free of the Wolf's services."
the_wolf_and_the_seven_young_goats,https://en.wikipedia.org/wiki/The_Wolf_and_the_Seven_Young_Kids,The Wolf and the Seven Young Goats,"""The Wolf and the Seven Young Goats"" (German: Der Wolf und die sieben jungen Geißlein) is a fairy tale collected by the Brothers Grimm and published in Grimm's Fairy Tales (KHM 5). It is of Aarne-Thompson type 123.The tale has obvious resemblance to ""The Three Little Pigs"" and other type 124 folktales. The rescue of the kids from the wolf's belly and his punishment by filling him with stones can also been compared to the rescue and revenge of Little Red Cap against the wolf (Aarne-Thompson type 333).

","A mother goat leaves her seven children at home while she ventures into the forest to find food. Before she leaves, she warns her young about the wolf who will try to sneak into the house and gobble them up. He will pretend to be their mother and convince the kids to open the door. The young children will be able to recognize their true mother by her white feet and sweet voice.
The mother goat leaves and the seven kids stay in the house. Before long, they hear a voice at the door that says ""Let me in children, your mother has something for each and every one of you."" It was the wolf, whose gruff voice betrays him and the kids do not let him in. The wolf goes to a marketplace, store, or pharmacy and steals some honey, medicine or chalk, to soften his voice. A little while later, the kids hear another voice at the door: ""Let me in children, your mother has something for each and every one of you."" This time the voice is high and sweet like their mother's. They are about to let him in when the youngest kid looks under the crack in the door and notices the wolf's big, black feet. They refuse to open the door, and the wolf goes away again.
The wolf goes to the bakery or mill and steals some flour, smearing it all over his coat, turning his black feet white. He returns to the children's house, and says ""Let me in children, your mother has something for each and every one of you."" The kids see his white feet and hear his sweet voice, so they open the door. The wolf jumps into the house and gobbles up six of the kids. The youngest child hides from the wolf in the grandfather clock and does not get eaten.
Later that day, the mother goat returns home from the forest. She is distraught to find the door wide open and all but one of her children missing. She looks around and sees the wolf, fast asleep under a tree. He has eaten so much, he cannot move. The mother goat calls to her youngest child to quickly get her a pair of scissors, a needle and some thread. She cuts open the wolf's belly and the six children spring out miraculously unharmed. They fill the wolf's belly with rocks, and the mother sews it back up again. When the wolf wakes up, he is very thirsty. He goes to the river to drink, but being so heavy he falls in and drowns under the weight of the rocks. All the children feel great to find themselves safe. The family lives happily ever after."
